price,production_year,mileage,fuel_type,mark,model,fiscal_power
75000,2012.0,169999,Diesel,Renault,Kangoo,6
85000,2013.0,249999,Diesel,Autres,Autres,7
65000,2011.0,249999,Diesel,Peugeot,Partner,6
30000,1992.0,299999,Diesel,Volkswagen,GOLF 2,6
47000,1995.0,189999,Diesel,Volkswagen,GOLF 3,6
200000,2015.0,94999,Diesel,Ford,Kuga,8
89000,2016.0,44999,Diesel,Dacia,Logan,6
102000,2014.0,54999,Diesel,Dacia,Dokker,6
52000,2002.0,249999,Diesel,Peugeot,206,7
60000,2009.0,349999,Diesel,Dacia,Sandero,6
26000,1996.0,299999,Essence,Peugeot,205,6
59000,2006.0,199999,Diesel,Peugeot,Partner,6
145000,2016.0,29999,Diesel,Dacia,Duster,6
68000,2003.0,84999,Diesel,Renault,Megane,7
58000,2007.0,249999,Diesel,Peugeot,206,6
67000,2004.0,349999,Diesel,Opel,Astra,7
37000,1992.0,169999,Diesel,Peugeot,205,6
62000,2003.0,79999,Diesel,Peugeot,307,6
97000,2010.0,69999,Essence,Honda,Civic,6
32000,2003.0,44999,Essence,Fiat,Siena,6
190000,2014.0,109999,Diesel,Mercedes-Benz,Classe B,7
114000,2016.0,59999,Diesel,Peugeot,208,6
32000,2007.0,29999,Essence,Fiat,Palio,6
58000,2008.0,149999,Essence,Fiat,Linea,6
123000,2008.0,189999,Diesel,Toyota,RAV 4,6
59000,2009.0,24999,Diesel,Dacia,Logan,6
75000,1996.0,349999,Diesel,Mercedes-Benz,Classe C,6
150000,2015.0,24999,Diesel,Renault,Clio,6
50000,1995.0,249999,Diesel,Renault,19,7
22000,1991.0,299999,Essence,Peugeot,205,6
46000,2006.0,249999,Essence,Chevrolet,Optra,9
38000,1999.0,299999,Diesel,Renault,19,6
50000,2008.0,169999,Essence,Hyundai,i 10,6
55000,2003.0,169999,Diesel,Citroen,C3,6
33000,1994.0,29999,Essence,Renault,19,8
95000,2011.0,109999,Diesel,Ford,Focus,6
92000,2015.0,89999,Diesel,Dacia,Logan,6
90000,2003.0,199999,Diesel,Volkswagen,GOLF 4,8
75000,2009.0,149999,Diesel,Fiat,Bravo,6
85000,2014.0,129999,Diesel,Fiat,Doblo,6
37000,2002.0,129999,Diesel,Fiat,Palio,6
48000,2002.0,94999,Essence,Fiat,Punto,6
65000,2007.0,189999,Essence,Renault,Clio,6
78000,2003.0,249999,Diesel,Land Rover,Freelander,6
52000,2006.0,119999,Essence,Ford,Fiesta,6
79000,2012.0,119999,Essence,Seat,Ibiza,6
36500,1997.0,34999,Essence,Renault,Megane,6
52000,2010.0,299999,Essence,Renault,Symbol,7
62000,2007.0,299999,Diesel,Hyundai,Accent,6
30000,2011.0,24999,Diesel,Renault,12,6
87000,2014.0,109999,Diesel,Peugeot,301,6
80000,2011.0,159999,Diesel,Peugeot,206,6
44000,2010.0,19999,Essence,Chevrolet,Spark,6
40000,2004.0,249999,Essence,Mazda,3,6
102000,2009.0,149999,Diesel,Ford,Focus,6
70000,2007.0,179999,Diesel,Renault,Megane,6
55000,2003.0,159999,Essence,Honda,CR-V,11
95000,2013.0,129999,Diesel,Fiat,Punto,5
43000,2008.0,159999,Essence,Renault,Clio,7
96000,2014.0,119999,Diesel,Citroen,C-Elysée,6
88000,2011.0,109999,Diesel,Peugeot,207,6
58000,2005.0,29999,Diesel,Peugeot,Partner,6
158000,2011.0,179999,Diesel,Hyundai,ix 35,6
125000,2008.0,249999,Diesel,Opel,ANTARA,8
65000,2007.0,24999,Diesel,Kia,Cerato,6
90000,2010.0,139999,Diesel,Ssangyong,Kyron,6
47000,2001.0,349999,Diesel,Peugeot,Partner,6
130000,2012.0,199999,Diesel,Nissan,Qashqai,6
78000,2001.0,19999,Diesel,Renault,Kangoo,7
50000,2007.0,109999,Essence,Kia,Picanto,6
55000,2008.0,19999,Diesel,Dacia,Logan,6
122000,2010.0,249999,Diesel,Opel,Insignia,8
47000,2007.0,4999,Essence,Kia,Picanto,6
70000,2004.0,109999,Diesel,Renault,Megane,6
60000,2002.0,94999,Diesel,Peugeot,406,8
81000,2009.0,119999,Diesel,Peugeot,207,6
49000,2009.0,94999,Essence,Hyundai,i 10,6
70000,2007.0,189999,Diesel,Renault,Megane,6
58000,2011.0,84999,Essence,Fiat,Punto,6
45000,2006.0,199999,Diesel,Fiat,Palio,7
125000,2015.0,94999,Diesel,Renault,Clio,6
65000,2011.0,109999,Diesel,Ford,Focus,6
38000,2010.0,139999,Essence,Hyundai,Accent,8
26000,1996.0,159999,Essence,Fiat,Uno,6
33000,2000.0,89999,Essence,Renault,Megane,8
130000,2013.0,84999,Diesel,Renault,Megane,7
40000,2006.0,34999,Essence,Dacia,Logan,6
65000,1999.0,199999,Diesel,Audi,A4,8
90000,2010.0,139999,Diesel,Ssangyong,Kyron,6
103000,2013.0,84999,Diesel,Ford,Fiesta,6
284000,2010.0,179999,Diesel,BMW,X5,6
70000,2007.0,129999,Diesel,Volkswagen,Polo,6
135000,2014.0,79999,Diesel,Renault,Megane,6
250000,1995.0,19999,Essence,Renault,SUPER 5,6
47000,2007.0,139999,Essence,Dacia,Logan,6
148000,2013.0,109999,Diesel,Hyundai,i 30,6
33000,1998.0,34999,Essence,Toyota,Tercel,6
32000,1991.0,199999,Diesel,Renault,Clio,7
45000,2004.0,19999,Essence,Honda,Jazz,6
135000,2010.0,149999,Diesel,Renault,Scenic,6
450000,2014.0,99999,Diesel,Jeep,Wrangler,6
78000,2014.0,119999,Diesel,Renault,Symbol,6
163000,2017.0,14999,Diesel,Ford,Focus,6
56000,2012.0,49999,Essence,Dacia,Logan,6
170000,2012.0,94999,Diesel,Volkswagen,Passat,6
110000,2001.0,79999,Diesel,Mercedes-Benz,220,6
34000,2004.0,34999,Essence,Fiat,Palio,7
56000,2011.0,189999,Essence,Hyundai,i 20,6
78000,2002.0,249999,Diesel,Volkswagen,Passat,6
159000,2007.0,299999,Diesel,Mercedes-Benz,220,6
110000,2000.0,39999,Diesel,Mercedes-Benz,Classe C,6
82000,2004.0,119999,Diesel,Volkswagen,GOLF 4,6
175000,2009.0,169999,Diesel,Volkswagen,PASSAT CC,8
40000,1993.0,59999,Diesel,Renault,Clio,6
58000,1998.0,109999,Essence,Toyota,RAV 4,11
90000,2008.0,179999,Diesel,Renault,Megane,6
72000,2013.0,139999,Essence,Renault,Clio,6
95000,2013.0,89999,Diesel,Hyundai,i 20,6
132000,2010.0,249999,Diesel,Mercedes-Benz,Classe C,8
55000,2004.0,159999,Essence,Peugeot,307 CC,6
40000,2000.0,249999,Essence,Mercedes-Benz,Classe A,6
28000,2000.0,64999,Essence,Fiat,Siena,6
44000,2001.0,249999,Essence,Renault,Clio,6
72000,2014.0,54999,Essence,Ford,Ka,6
58000,2011.0,119999,Essence,Kia,Picanto,6
115000,2014.0,54999,Diesel,Seat,Ibiza,6
92000,2016.0,109999,Diesel,Dacia,Logan,6
35000,1998.0,169999,Essence,Suzuki,WAGON R,6
106000,2010.0,159999,Diesel,Renault,Megane,6
49000,1999.0,349999,Diesel,Fiat,Siena,6
110000,2010.0,179999,Essence,Citroen,C5,6
59000,2003.0,4999,Diesel,Peugeot,307 SW,8
85000,2006.0,119999,Diesel,Ford,Focus,7
31000,2004.0,129999,Essence,Volkswagen,Gol,6
58000,2008.0,139999,Diesel,Peugeot,Partner,6
175000,2012.0,119999,Diesel,Volkswagen,Passat,6
105000,2017.0,24999,Diesel,Dacia,Logan,6
82000,2009.0,199999,Diesel,Citroen,C4,6
25000,1991.0,159999,Essence,Renault,SUPER 5,6
120000,2013.0,149999,Diesel,Peugeot,Tepee,6
16000,1991.0,94999,Essence,Renault,R21,10
95000,2010.0,19999,Diesel,Volkswagen,Passat,6
58000,2007.0,34999,Diesel,Dacia,Logan,6
29000,2009.0,119999,Essence,Geely,GK-GL,6
66000,2014.0,109999,Essence,Hyundai,i 10,6
100000,2016.0,29999,Diesel,Dacia,Sandero,6
128000,2008.0,249999,Diesel,Hyundai,Santa Fe,6
80000,2013.0,149999,Diesel,Citroen,Berlingo,6
125000,2015.0,59999,Diesel,Renault,Clio,6
250000,2012.0,129999,Diesel,Mitsubishi,outlander,6
105000,2009.0,249999,Diesel,Mercedes-Benz,220,6
39000,1995.0,29999,Diesel,Renault,19,6
68000,2003.0,84999,Diesel,Renault,Megane,7
79000,2010.0,119999,Essence,Volkswagen,Polo,6
74000,2010.0,299999,Diesel,Renault,Kangoo,6
45000,1995.0,34999,Diesel,Peugeot,306,6
48500,1997.0,189999,Diesel,Renault,Megane,6
63000,2008.0,189999,Essence,Citroen,C4,6
49000,2008.0,179999,Essence,Kia,Picanto,6
195000,2012.0,249999,Diesel,Toyota,Prado,12
58000,2011.0,94999,Essence,Hyundai,i 10,6
93000,2014.0,54999,Diesel,Dacia,Sandero,6
85000,2009.0,199999,Diesel,Renault,Kangoo,6
34000,1998.0,249999,Diesel,Toyota,CORONA,8
142000,2016.0,49999,Diesel,Ford,Fiesta,6
90000,2013.0,84999,Essence,Volkswagen,Polo,6
68000,2003.0,24999,Diesel,Volkswagen,Bora,6
55000,1996.0,299999,Diesel,Renault,19,6
85000,2013.0,129999,Diesel,Dacia,Dokker,6
25000,1997.0,19999,Essence,Fiat,Uno,6
63000,2009.0,139999,Diesel,Dacia,Logan,6
52000,2000.0,94999,Diesel,Renault,Kangoo,6
60000,2010.0,19999,Diesel,Citroen,Berlingo,6
70000,2010.0,109999,Diesel,Dacia,Logan,6
235000,2014.0,84999,Diesel,Volkswagen,GOLF 7,6
220000,2013.0,169999,Diesel,Volkswagen,Touran,6
28000,1999.0,249999,Essence,Fiat,Uno,6
40000,2002.0,169999,Essence,Citroen,XSARA,6
138000,2016.0,54999,Diesel,Dacia,Duster,7
90000,2008.0,129999,Diesel,Citroen,C4,6
62000,2003.0,299999,Diesel,Opel,Astra,7
35000,1993.0,34999,Diesel,Peugeot,306,6
126000,2014.0,34999,Diesel,Renault,Clio,6
120000,2015.0,94999,Diesel,Renault,Fluence,6
80000,2009.0,4999,Diesel,Toyota,RAV 4,6
160000,2016.0,9999,Diesel,Kia,Soul,6
27000,1993.0,9999,Essence,Alfa Romeo,4C,6
90000,2009.0,179999,Diesel,Ford,Focus,6
350000,2013.0,109999,Diesel,Land Rover,Range Rover Evoque,6
113000,2013.0,119999,Diesel,Volkswagen,Polo,6
415000,2012.0,109999,Diesel,Porsche,Panamera,6
37000,2002.0,14999,Diesel,Fiat,Uno,7
150000,2003.0,64999,Diesel,Isuzu,Landwind,6
187000,2013.0,99999,Diesel,Toyota,Hilux,6
35000,2006.0,49999,Essence,Fiat,Palio,6
58000,2007.0,139999,Essence,Honda,Jazz,6
87000,2007.0,29999,Diesel,Toyota,Hilux,6
36000,1998.0,249999,Diesel,Citroen,C15,6
56000,1999.0,349999,Diesel,Opel,Astra,7
85000,2010.0,59999,Diesel,Volkswagen,GOLF 4,6
30000,1995.0,249999,Essence,Fiat,Uno,6
19000,1991.0,4999,Essence,Renault,R4,6
79000,2007.0,249999,Diesel,Citroen,C4 Picasso,6
30000,2002.0,79999,Essence,Alfa Romeo,155,6
33000,1992.0,89999,Diesel,Peugeot,205,6
48000,2008.0,74999,Essence,Peugeot,206,6
42000,2000.0,149999,Essence,Volkswagen,Polo,6
98000,2017.0,4999,Diesel,Dacia,Logan,6
115000,2015.0,29999,Diesel,Citroen,Nemo,6
60000,2010.0,149999,Diesel,Citroen,Berlingo,6
61000,2011.0,159999,Essence,Hyundai,i 10,6
60000,2008.0,189999,Diesel,Peugeot,Partner,7
30000,1996.0,34999,Diesel,Fiat,Uno,6
85000,2012.0,84999,Essence,Volkswagen,Polo,6
58000,2011.0,179999,Essence,Hyundai,i 10,6
115000,2013.0,109999,Diesel,Hyundai,Accent,6
117000,2012.0,99999,Diesel,Peugeot,308 SW,6
102000,2002.0,179999,Diesel,Volkswagen,GOLF 4,8
58000,2009.0,79999,Essence,Citroen,C1,6
37000,1994.0,79999,Diesel,Volkswagen,Jetta,6
58500,2000.0,349999,Diesel,Volkswagen,Passat,6
160000,2006.0,299999,Diesel,Audi,Q7,12
82000,2013.0,94999,Diesel,Citroen,Nemo,6
35000,2005.0,109999,Essence,Fiat,Uno,6
96000,2010.0,139999,Diesel,Renault,Megane,6
85000,2007.0,69999,Diesel,Renault,Scenic,6
266000,2011.0,119999,Diesel,BMW,X6,6
50000,2001.0,4999,Diesel,Peugeot,306,6
290000,2015.0,54999,Diesel,Volkswagen,Tiguan,6
28000,1995.0,249999,Essence,Fiat,Uno,6
67000,2015.0,84999,Essence,Kia,Picanto,6
77000,2010.0,139999,Diesel,Peugeot,207,6
55000,2000.0,64999,Diesel,Mercedes-Benz,270,11
200000,2010.0,94999,Essence,Mercedes-Benz,Classe E,6
39000,1999.0,179999,Diesel,Land Rover,Freelander,6
38000,2009.0,169999,Essence,Fiat,Albea,6
125000,2014.0,109999,Diesel,Dacia,Dokker,6
60000,2005.0,299999,Diesel,Seat,Ibiza,8
23000,2001.0,139999,Essence,Honda,Accord,6
229000,2016.0,24999,Diesel,Ford,Kuga,6
85000,2006.0,4999,Diesel,Volkswagen,GOLF 4,6
56000,2000.0,249999,Diesel,Renault,Clio,6
122000,2013.0,109999,Diesel,Citroen,Berlingo,6
43000,2003.0,249999,Diesel,Fiat,Palio,6
67000,2012.0,129999,Diesel,Dacia,Logan,6
135000,2008.0,189999,Diesel,Volkswagen,Caddy,8
138000,2016.0,79999,Diesel,Peugeot,Tepee,6
167000,2013.0,94999,Diesel,Hyundai,ix 35,6
88000,2008.0,109999,Diesel,Peugeot,308,6
68500,2011.0,119999,Essence,Volkswagen,Polo,6
42000,2001.0,9999,Essence,Peugeot,206,6
25000,1995.0,149999,Diesel,Renault,R5,6
27000,1997.0,54999,Diesel,Fiat,Uno,6
50000,2004.0,94999,Diesel,Citroen,Xsara Picasso,7
45000,2007.0,129999,Essence,Kia,Picanto,6
32000,2003.0,24999,Essence,Fiat,Uno,6
93000,2009.0,149999,Diesel,Ford,Focus,6
140000,2012.0,149999,Diesel,Peugeot,508,6
110000,2009.0,84999,Diesel,Peugeot,307,6
500000,2001.0,249999,Diesel,Peugeot,406,6
58000,2005.0,84999,Diesel,Peugeot,407,8
107000,2013.0,119999,Diesel,Renault,Clio,6
195000,2011.0,129999,Diesel,Hyundai,Santa Fe,6
50000,2007.0,169999,Essence,Kia,Picanto,7
36000,1993.0,29999,Diesel,Volkswagen,GOLF 3,6
85000,2009.0,119999,Diesel,Renault,Megane,6
58000,2007.0,349999,Diesel,Citroen,Berlingo,7
107000,2013.0,64999,Diesel,Dacia,Sandero,6
125000,2016.0,89999,Diesel,Peugeot,208,6
50000,2010.0,109999,Essence,Fiat,Panda,6
65000,2013.0,49999,Diesel,Peugeot,Bipper,6
35000,1997.0,249999,Diesel,Volkswagen,Polo,8
50000,2006.0,29999,Diesel,Dacia,Logan,6
279000,2012.0,109999,Diesel,Citroen,DS5,6
55000,2007.0,89999,Essence,Daihatsu,Sirion,6
90000,2011.0,199999,Diesel,Chevrolet,Cruze,8
36000,1993.0,24999,Diesel,Volkswagen,GOLF 3,6
510000,2013.0,94999,Diesel,BMW,Serie 6,6
58000,2010.0,9999,Essence,Hyundai,Accent,8
52000,2007.0,189999,Essence,Peugeot,206,6
249000,2012.0,139999,Diesel,BMW,Serie 3,6
119000,2009.0,249999,Diesel,BMW,Serie 1,6
85000,2009.0,119999,Diesel,Renault,Megane,6
128000,2008.0,169999,Diesel,Volkswagen,Passat,6
50000,2001.0,24999,Diesel,Peugeot,206,6
21000,1993.0,249999,Essence,Renault,R5,5
50000,1995.0,34999,Diesel,Peugeot,306,6
229000,2012.0,129999,Diesel,Volkswagen,Tiguan,6
167000,2013.0,179999,Diesel,Ford,Kuga,6
58000,2002.0,39999,Diesel,Renault,Megane,6
192000,2010.0,179999,Diesel,Volkswagen,PASSAT CC,6
50000,2005.0,44999,Diesel,Citroen,C5,6
40000,1999.0,299999,Diesel,Citroen,C15,6
40000,1992.0,29999,Diesel,Renault,19,6
45000,2006.0,129999,Essence,Mitsubishi,lancer,7
135000,2014.0,79999,Diesel,Ford,Focus,6
150000,2010.0,249999,Diesel,Volkswagen,GOLF 6,6
95000,2010.0,129999,Diesel,Citroen,C4,6
99000,2014.0,89999,Diesel,Dacia,Dokker,6
40000,1999.0,39999,Essence,Mercedes-Benz,250,6
79000,2008.0,94999,Diesel,Kia,K2700,6
23000,1997.0,79999,Diesel,Fiat,Uno,7
45000,2002.0,29999,Diesel,Fiat,Siena,7
100000,2011.0,109999,Diesel,Volkswagen,Polo,6
61000,2008.0,139999,Diesel,Dacia,Logan,6
78000,2010.0,139999,Essence,Volkswagen,Polo,6
45000,2003.0,189999,Essence,Honda,CR-V,11
42000,2000.0,139999,Essence,Volkswagen,Polo,6
57000,2006.0,249999,Diesel,Hyundai,Accent,6
21000,1992.0,9999,Essence,Fiat,TEMPRA,6
53000,2010.0,94999,Essence,Kia,Picanto,6
50000,2003.0,299999,Diesel,Peugeot,206,6
28000,2003.0,129999,Diesel,Fiat,Uno,6
107000,2010.0,129999,Diesel,Dacia,Duster,7
56000,2008.0,249999,Diesel,Renault,Scenic,6
56000,2001.0,349999,Diesel,Renault,Megane,6
79000,2009.0,89999,Essence,Volkswagen,Polo,6
52000,2011.0,249999,Essence,Renault,Symbol,7
79000,2002.0,199999,Diesel,Mercedes-Benz,Vito,6
58000,2011.0,59999,Diesel,Hyundai,Elantra,6
52000,2000.0,189999,Diesel,Peugeot,206,6
150000,2009.0,299999,Diesel,Mercedes-Benz,Classe B,8
49000,2003.0,199999,Essence,Mazda,626,6
31000,2006.0,89999,Essence,Kia,Optima,6
120000,2012.0,109999,Diesel,Ford,Fiesta,6
175000,2014.0,84999,Diesel,Ford,Kuga,6
125000,2014.0,79999,Diesel,Citroen,C4,6
111000,2015.0,64999,Diesel,Renault,Kangoo,6
90000,2008.0,109999,Essence,Honda,CR-V,6
63000,2006.0,19999,Diesel,Renault,Kangoo,6
83000,2012.0,119999,Diesel,Peugeot,206,6
55000,2006.0,249999,Essence,Chevrolet,Optra,9
53000,2001.0,159999,Essence,Honda,CR-V,6
29000,2007.0,129999,Essence,Suzuki,Alto,6
42000,2008.0,64999,Essence,Suzuki,Alto,6
158000,2012.0,94999,Diesel,Toyota,RAV 4,6
38000,2007.0,129999,Essence,Kia,Picanto,6
93000,2013.0,119999,Diesel,Fiat,Doblo,6
65000,2011.0,249999,Diesel,Dacia,Logan,6
22000,1991.0,299999,Essence,Peugeot,205,6
75000,2011.0,129999,Diesel,Ford,Kuga,6
93000,2009.0,199999,Diesel,Renault,Laguna,6
88000,2014.0,59999,Diesel,Fiat,Doblo,5
70000,2000.0,39999,Diesel,Volkswagen,Golf,6
82000,2014.0,79999,Diesel,Fiat,Punto,6
150000,2008.0,149999,Diesel,Audi,A4,6
80000,2005.0,24999,Diesel,Peugeot,307,6
97000,2015.0,29999,Diesel,Dacia,Logan,6
37000,2001.0,169999,Essence,Toyota,RAV 4,11
43000,2002.0,54999,Diesel,Fiat,Siena,6
49500,2007.0,14999,Essence,Peugeot,207,6
116000,2013.0,99999,Diesel,Dacia,Duster,6
45000,2003.0,249999,Diesel,Peugeot,Partner,6
20200,2000.0,249999,Diesel,Fiat,Uno,6
126000,2014.0,4999,Diesel,Volkswagen,Touran,6
62000,2013.0,129999,Essence,Renault,Clio,6
39000,1998.0,159999,Diesel,Mercedes-Benz,Classe E,6
128000,2002.0,199999,Diesel,Mercedes-Benz,220,6
77000,2007.0,249999,Diesel,Renault,Kangoo,6
35000,1999.0,139999,Diesel,Fiat,Palio,7
96000,2007.0,119999,Diesel,Toyota,Avensis,6
56000,2010.0,39999,Diesel,Volkswagen,GOLF 2,6
99000,2010.0,159999,Diesel,Renault,Megane,6
63000,2012.0,59999,Essence,Peugeot,206,6
102000,2011.0,99999,Essence,Volkswagen,Polo,6
100000,2010.0,84999,Diesel,Renault,Kangoo,6
68000,2008.0,79999,Diesel,Renault,Kangoo,6
99000,2008.0,149999,Diesel,Nissan,X-Trail,6
27000,1996.0,64999,Essence,Renault,Clio,6
58000,2010.0,94999,Essence,Kia,Picanto,6
15000,2002.0,249999,Diesel,Renault,Laguna,6
157000,2012.0,199999,Diesel,Ford,Transit,6
123000,2012.0,139999,Diesel,Opel,Astra,6
50000,2005.0,109999,Essence,Honda,Jazz,6
69000,2012.0,24999,Essence,Ford,Fiesta,6
76000,2008.0,149999,Diesel,Renault,Kangoo,6
105000,2016.0,249999,Diesel,Citroen,C5,6
34000,1994.0,349999,Diesel,Ford,Mondeo,7
100000,2013.0,94999,Diesel,Renault,Kangoo,6
136000,2015.0,89999,Diesel,Dacia,Duster,7
99000,2014.0,69999,Diesel,Peugeot,208,6
132000,2014.0,94999,Diesel,Renault,Megane,6
129000,2014.0,99999,Diesel,Opel,Insignia,6
215000,2016.0,34999,Diesel,Nissan,Qashqai,6
23000,1998.0,44999,Diesel,Seat,Cordoba,6
129000,2011.0,199999,Diesel,Opel,Insignia,6
45000,2004.0,19999,Essence,Peugeot,307,6
70000,2013.0,59999,Essence,Peugeot,206+,6
140000,2013.0,69999,Diesel,Nissan,Juke,6
56000,2002.0,179999,Diesel,Peugeot,206,7
145000,2008.0,109999,Diesel,Toyota,RAV 4,9
102000,2012.0,89999,Diesel,Mitsubishi,lancer,6
319000,2012.0,149999,Diesel,Mercedes-Benz,CLASSE ML,6
38000,2002.0,299999,Diesel,Fiat,Uno,6
80000,2006.0,159999,Essence,Honda,Civic,6
70000,2005.0,249999,Diesel,Peugeot,307,6
179500,2017.0,4999,Diesel,Citroen,C4 CACTUS,6
100000,2013.0,69999,Diesel,Renault,Clio,6
100000,2009.0,249999,Diesel,Citroen,C5,8
103500,2010.0,129999,Diesel,Volvo,C30,6
197500,2017.0,4999,Diesel,Peugeot,2008,6
175000,2012.0,139999,Diesel,Volkswagen,Passat,6
58000,2004.0,189999,Diesel,Peugeot,206,6
48000,2006.0,9999,Essence,Citroen,C2,6
200500,2013.0,109999,Diesel,Citroen,DS5,6
106000,2017.0,4999,Essence,Peugeot,other,6
130000,2006.0,249999,Diesel,BMW,Serie 5,6
104400,2017.0,4999,Essence,Citroen,C1,6
171500,2016.0,19999,Diesel,Citroen,DS3,6
120000,2012.0,109999,Diesel,Audi,A1,8
62000,2003.0,79999,Diesel,Peugeot,307,6
118000,2008.0,249999,Diesel,Hyundai,Santa Fe,8
65000,1999.0,299999,Diesel,Volkswagen,GOLF 4,8
90000,2010.0,84999,Essence,Audi,A3,6
58000,2004.0,189999,Diesel,Peugeot,206,6
113000,2006.0,199999,Diesel,Volkswagen,GOLF PLUS,6
100500,2010.0,94999,Diesel,Hyundai,Elantra,6
45000,2008.0,199999,Essence,Kia,Picanto,6
172200,2016.0,9999,Diesel,Citroen,DS3,6
272000,2017.0,4999,Diesel,Citroen,DS5,6
48000,2003.0,9999,Diesel,Citroen,XSARA,6
129000,2016.0,99999,Diesel,Citroen,Berlingo,6
65000,2012.0,74999,Diesel,Peugeot,Bipper,6
185300,2017.0,34999,Diesel,Peugeot,308,6
180000,2015.0,74999,Diesel,Alfa Romeo,Giulietta,6
34000,2002.0,149999,Essence,Rover,Mini,8
63000,1995.0,4999,Diesel,Mercedes-Benz,250,10
26000,1996.0,39999,Essence,Fiat,Uno,6
42000,2001.0,19999,Diesel,Peugeot,206,6
90000,2012.0,79999,Essence,Volkswagen,Polo,6
160000,2015.0,24999,Diesel,Opel,Astra,6
41000,2009.0,9999,Essence,Changhe,Ideal,6
37000,2000.0,189999,Essence,Suzuki,Vitara,7
109000,2014.0,99999,Diesel,Ford,Fiesta,6
75000,2010.0,149999,Diesel,Renault,Kangoo,6
100000,2005.0,249999,Diesel,Nissan,X-Trail,6
65000,2011.0,119999,Diesel,Citroen,2 CV,6
100000,2014.0,59999,Diesel,Peugeot,208,6
75000,2005.0,249999,Essence,mini,cooper,8
65000,2013.0,169999,Essence,Peugeot,206,6
55000,1992.0,34999,Diesel,Renault,19,6
35000,1992.0,189999,Essence,Renault,R4,6
103000,2014.0,99999,Diesel,Renault,Clio,6
52000,2006.0,14999,Diesel,Dacia,Logan,6
72000,2008.0,149999,Essence,Peugeot,308,6
42000,2004.0,49999,Essence,Hyundai,Accent,6
60000,2011.0,19999,Diesel,Peugeot,307,6
28000,1995.0,19999,Diesel,Peugeot,205,6
72000,1998.0,299999,Diesel,Volkswagen,GOLF 4,6
135000,2010.0,99999,Diesel,Honda,Accord,8
72000,2008.0,149999,Essence,Peugeot,308,6
17000,1991.0,14999,Essence,Peugeot,309,6
70000,2008.0,169999,Diesel,Ford,Fiesta,6
140000,2008.0,189999,Diesel,BMW,X3,6
130000,2004.0,349999,Diesel,Mercedes-Benz,220,9
60000,2011.0,109999,Essence,Hyundai,i 10,6
67000,2008.0,199999,Diesel,Renault,Clio,6
27000,1991.0,199999,Diesel,Peugeot,405,8
50000,2002.0,199999,Essence,Renault,Clio,6
85000,2009.0,119999,Diesel,Renault,Megane,6
180000,2016.0,69999,Diesel,Skoda,Octavia,6
105000,2011.0,169999,Diesel,Citroen,Berlingo,6
145000,2015.0,74999,Diesel,Peugeot,Boxer,6
28000,1998.0,49999,Essence,Hyundai,Elantra,9
100000,2006.0,39999,Diesel,Mercedes-Benz,220,6
170000,2012.0,99999,Diesel,Volkswagen,Passat,6
175000,2008.0,249999,Diesel,BMW,X5,6
119000,2016.0,89999,Diesel,Hyundai,Accent,6
62000,2013.0,179999,Essence,Skoda,Fabia,6
58500,2003.0,39999,Diesel,Renault,Megane,6
50000,2000.0,159999,Diesel,Peugeot,206,7
83000,2010.0,39999,Diesel,Renault,Kangoo,6
48000,2004.0,149999,Essence,Honda,Jazz,6
38000,2001.0,249999,Diesel,Fiat,Palio,6
260000,2015.0,94999,Diesel,Mercedes-Benz,220,6
98000,2009.0,169999,Diesel,Citroen,C5,6
110000,2009.0,199999,Diesel,Seat,Leon,6
15000,1995.0,29999,Essence,Ford,ESCORT,6
130600,2010.0,179999,Diesel,Volkswagen,GOLF 6,6
20000,1992.0,9999,Essence,Fiat,TEMPRA,6
78000,2011.0,49999,Diesel,Dacia,Sandero,6
45000,2003.0,249999,Diesel,Fiat,Palio,7
80000,2008.0,249999,Diesel,Renault,Laguna,6
125000,2014.0,109999,Diesel,Peugeot,308,6
60000,2000.0,109999,Diesel,Renault,Kangoo,6
168000,2015.0,149999,Diesel,Nissan,Qashqai,6
135000,2012.0,179999,Diesel,Fiat,Ducato,6
38000,1997.0,149999,Diesel,Renault,EXPRESS,6
130000,2008.0,109999,Diesel,BMW,COMPACT,4
67000,2015.0,24999,Diesel,Ford,Mondeo,6
82000,2003.0,299999,Diesel,Volkswagen,GOLF 4,6
80000,2013.0,94999,Essence,Peugeot,208,6
150000,2015.0,24999,Diesel,Renault,Clio,6
59000,2009.0,79999,Essence,Hyundai,i 10,6
82000,2008.0,149999,Essence,Volkswagen,Passat,6
57000,1996.0,249999,Diesel,Volkswagen,GOLF 3,6
100000,2013.0,119999,Diesel,Ford,Fiesta,6
46000,2008.0,4999,Essence,Fiat,Punto,6
20000,1999.0,189999,Diesel,Peugeot,301,6
43000,2000.0,249999,Diesel,Fiat,Palio,6
50000,2007.0,299999,Diesel,Citroen,C4,6
85000,2008.0,99999,Diesel,Volkswagen,Polo,6
65000,2008.0,169999,Diesel,Fiat,Punto,6
108000,2014.0,79999,Diesel,Renault,Fluence,6
41000,1996.0,94999,Diesel,Renault,Clio,6
350000,2016.0,84999,Diesel,Mercedes-Benz,220,6
67000,2006.0,249999,Diesel,Toyota,Corolla,8
75000,2007.0,189999,Diesel,Renault,Kangoo,6
74000,2015.0,49999,Essence,Hyundai,i 10,6
38000,2001.0,249999,Diesel,Fiat,Palio,6
